Category,Price (INR)_mean,Price (INR)_median,Price (INR)_std,Price (INR)_min,Price (INR)_max,Rating_mean,Rating_median,Rating_std,Rating_min,Rating_max,Rating Count_mean,Rating Count_median,Rating Count_std,Rating Count_min,Rating Count_max
Muffin And Tea Cake,49.0,49.0,,49.0,49.0,3.9,3.9,,3.9,3.9,22.0,22.0,,22.0,22.0
Muffins & Hot Cake,93.51,91.43,25.31,45.0,114.29,4.66,4.8,0.25,4.2,5.0,62.14,30.5,71.27,1.0,277.0
Mughlai Biriyani,290.0,285.0,39.37,245.0,345.0,4.25,4.25,0.21,3.9,4.5,142.5,96.0,135.24,21.0,342.0
Mughlai Combos,259.0,259.0,,259.0,259.0,4.2,4.2,,4.2,4.2,19.0,19.0,,19.0,19.0
Mughlai Kolkata Dum Biryani,329.0,329.0,,329.0,329.0,4.4,4.4,,4.4,4.4,4.0,4.0,,4.0,4.0
Mughlai Main Course,454.33,435.0,33.49,435.0,493.0,4.13,4.3,0.86,3.2,4.9,9.33,6.0,6.66,5.0,17.0
Mughlai Paratha,217.5,210.0,15.0,210.0,240.0,4.2,4.3,0.27,3.8,4.4,67.5,39.5,71.77,19.0,172.0
Mukho Misti,38.5,35.0,23.91,14.0,70.0,4.27,4.45,0.62,3.4,4.8,99.75,53.0,129.28,5.0,288.0
Mukhwas,89.57,70.0,32.86,65.0,142.86,4.46,4.5,0.34,4.0,4.9,2.6,2.0,1.82,1.0,5.0
Multi Pack Combos [FREE Coke & Choco Lava worth...,689.0,689.0,230.0,459.0,919.0,4.67,4.8,0.23,4.4,4.8,2.33,1.0,2.31,1.0,5.0
Multi Roll Combos [FREE Coke & Choco Lava worth...,424.0,424.0,98.15,339.0,509.0,4.45,4.45,0.37,4.0,4.9,4.75,3.0,4.99,1.0,12.0
Multicuisine,156.67,150.0,36.15,120.0,200.0,4.23,4.25,0.35,3.6,4.6,166.83,127.0,183.47,5.0,507.0
Multigrain Roti Meals,307.12,308.0,37.13,270.0,364.0,3.96,4.15,0.67,3.0,5.0,3.12,3.0,1.13,2.0,5.0
Mumbai Toastie,169.0,169.0,,169.0,169.0,5.0,5.0,,5.0,5.0,3.0,3.0,,3.0,3.0
Munchies,152.04,120.0,133.59,27.0,490.0,4.38,4.5,0.52,2.1,5.0,42.96,15.0,81.86,3.0,387.0
Munchies's special,425.0,425.0,35.36,400.0,450.0,3.3,3.3,0.42,3.0,3.6,18.0,18.0,18.38,5.0,31.0
Mushroom,243.85,243.0,43.52,120.0,300.0,4.03,4.0,0.34,3.4,4.5,53.54,27.0,81.32,5.0,300.0
Mushroom Main Course,243.67,239.0,16.49,229.0,275.0,4.52,4.6,0.38,3.7,5.0,180.22,111.0,207.6,13.0,622.0
Mushroom Noodles,200.0,200.0,,200.0,200.0,4.8,4.8,,4.8,4.8,13.0,13.0,,13.0,13.0
Mushroom Soup,180.0,180.0,28.28,160.0,200.0,4.95,4.95,0.07,4.9,5.0,7.0,7.0,1.41,6.0,8.0
Mushroom Special,229.4,219.0,20.32,207.0,251.0,4.08,4.2,0.22,3.8,4.3,169.2,65.0,193.88,7.0,448.0
Mushroom Tikka,259.0,259.0,,259.0,259.0,4.4,4.4,,4.4,4.4,10.0,10.0,,10.0,10.0
Muska Bun,60.0,60.0,0.0,60.0,60.0,4.47,4.3,0.47,4.1,5.0,2.0,2.0,1.0,1.0,3.0
Must Try,232.86,239.0,57.9,160.0,309.0,3.93,4.0,0.52,2.8,4.3,138.43,60.0,231.63,6.0,657.0
Must Try Combos,292.24,295.0,144.43,70.0,670.0,4.06,4.3,0.78,2.1,5.0,6.86,4.0,8.62,3.0,43.0
Must try combos,221.33,201.0,130.38,65.0,415.0,4.0,4.45,1.0,2.5,5.0,7.0,7.0,3.03,3.0,10.0
Mustard Classics,661.67,675.0,101.08,520.0,750.0,4.73,4.9,0.37,4.1,5.0,11.33,9.0,6.15,5.0,19.0
Mutton,414.66,450.0,91.54,280.0,580.0,4.02,4.1,0.75,2.1,5.0,39.48,8.0,62.56,3.0,267.0
Mutton (Gravy),303.33,325.0,37.53,260.0,325.0,3.83,4.1,1.32,2.4,5.0,10.67,5.0,11.59,3.0,24.0
Mutton And Fish Indian Main Course,552.86,570.0,88.83,360.0,640.0,4.01,4.3,1.02,1.8,5.0,9.71,7.0,8.4,1.0,26.0
Mutton Biryani,356.2,378.0,116.77,220.0,485.0,4.64,4.6,0.25,4.4,4.9,12.6,11.0,11.97,1.0,32.0
Mutton Dishes,234.0,234.0,107.48,158.0,310.0,4.1,4.1,0.0,4.1,4.1,8.0,8.0,4.24,5.0,11.0
Mutton Dry & Gravy,390.0,390.0,23.09,370.0,410.0,4.62,4.6,0.22,4.4,4.9,5.0,3.5,3.37,3.0,10.0
Mutton Fried Rice,250.0,250.0,,250.0,250.0,3.7,3.7,,3.7,3.7,4.0,4.0,,4.0,4.0
Mutton Gravy,465.0,459.0,53.67,399.0,519.0,4.48,4.4,0.16,4.3,4.7,15.6,18.0,6.27,6.0,22.0
Mutton Main Course,536.97,469.0,206.28,150.0,899.0,3.95,4.2,0.79,2.0,5.0,119.38,43.0,167.08,2.0,766.0
Mutton Mains,550.0,550.0,,550.0,550.0,4.3,4.3,,4.3,4.3,5.0,5.0,,5.0,5.0
"Mutton Rolls [Big 9""]",299.0,299.0,0.0,299.0,299.0,3.65,3.65,0.21,3.5,3.8,7.0,7.0,0.0,7.0,7.0
Mutton Special,329.0,329.0,,329.0,329.0,3.7,3.7,,3.7,3.7,42.0,42.0,,42.0,42.0
Mutton Starters,427.0,485.0,101.33,310.0,486.0,3.97,4.2,0.97,2.9,4.8,4.33,3.0,4.16,1.0,9.0
Mutton deluxe thali,460.0,460.0,,460.0,460.0,4.7,4.7,,4.7,4.7,12.0,12.0,,12.0,12.0
Mutton items,375.0,375.0,,375.0,375.0,4.7,4.7,,4.7,4.7,5.0,5.0,,5.0,5.0
Mutton-Fish,279.0,279.0,0.0,279.0,279.0,5.0,5.0,0.0,5.0,5.0,4.0,4.0,1.41,3.0,5.0
My Favourite,271.68,264.05,80.32,148.0,478.0,4.4,4.5,0.53,2.2,5.0,84.73,32.0,113.03,1.0,428.0
Myfroyoland Original Frozen Yogurt,188.0,188.0,,188.0,188.0,5.0,5.0,,5.0,5.0,8.0,8.0,,8.0,8.0
Mysore Bajji,123.75,140.0,40.29,65.0,150.0,4.68,4.65,0.28,4.4,5.0,284.75,90.0,446.34,9.0,950.0
Mysore Dosas,215.0,215.0,63.64,170.0,260.0,4.6,4.6,0.42,4.3,4.9,28.0,28.0,19.8,14.0,42.0
NATORR Premium Burgers,329.0,329.0,84.85,269.0,389.0,2.95,2.95,1.34,2.0,3.9,2.0,2.0,1.41,1.0,3.0
NEW BK Fusion (Made with KitKat),205.38,258.0,74.24,129.0,279.0,4.16,4.2,0.56,2.7,5.0,2.77,3.0,1.49,1.0,9.0
NEW Whopper Deluxe (Reg. Size Bun),204.41,199.0,43.54,149.0,318.0,4.14,4.2,0.5,2.4,5.0,9.4,6.0,11.32,1.0,94.0
NON-VEG BURGERS,169.67,164.1,60.99,64.0,269.0,4.41,4.4,0.42,3.4,5.0,89.79,24.0,127.86,2.0,382.0
NON-VEG BURGERS MEALS,244.34,244.3,49.88,144.3,319.2,4.33,4.5,0.52,2.5,5.0,35.91,15.0,50.72,1.0,192.0
NON-VEG MUNCHIES,195.11,184.0,18.33,174.0,214.0,4.6,4.6,0.31,4.0,5.0,6.78,6.0,4.76,1.0,17.0
NOODLES NON-VEG,278.14,275.0,19.02,253.0,319.0,4.36,4.5,0.51,2.8,4.8,61.71,30.0,98.13,5.0,378.0
NOODLES VEG,236.5,236.5,6.02,231.0,242.0,3.98,4.15,0.65,2.8,4.6,50.67,28.0,62.32,3.0,167.0
NOURISH BOWLS,324.0,314.0,34.81,299.0,399.0,4.41,4.45,0.45,3.7,5.0,6.0,5.0,4.17,1.0,16.0
Naan,143.33,160.0,44.8,80.0,185.0,4.45,4.65,0.57,3.7,5.0,50.0,27.0,51.78,7.0,140.0
Naan /Roti and Paratha,102.82,105.0,57.17,35.0,225.0,4.3,4.5,0.44,3.5,4.8,121.64,94.0,82.17,19.0,257.0
Naan Aur Rotiyan,81.3,69.0,63.99,32.0,259.0,4.31,4.3,0.18,4.1,4.6,299.1,147.0,326.57,10.0,899.0
"Naan, Roti & Paratha",50.0,40.0,26.46,30.0,80.0,4.33,4.4,0.21,4.1,4.5,3.67,4.0,2.52,1.0,6.0
Naan/roti,116.0,100.0,37.82,90.0,180.0,4.6,4.6,0.19,4.3,4.8,23.4,6.0,36.34,3.0,88.0
Nag Panchami Specials,185.0,185.0,,185.0,185.0,5.0,5.0,,5.0,5.0,13.0,13.0,,13.0,13.0
Naga Meals,446.0,440.0,23.82,425.0,485.0,4.74,4.8,0.24,4.4,5.0,95.2,114.0,34.95,35.0,117.0
Naga Mini Meals,344.67,335.0,21.22,330.0,369.0,4.8,4.8,0.0,4.8,4.8,36.67,37.0,8.5,28.0,45.0
Naga Pickles,297.0,297.0,,297.0,297.0,4.7,4.7,,4.7,4.7,41.0,41.0,,41.0,41.0
Namkeen,123.7,95.0,78.57,23.0,640.0,4.6,4.7,0.36,2.8,5.0,54.42,17.0,109.05,1.0,864.0
Namkeen & Chips,189.52,189.52,,189.52,189.52,4.4,4.4,,4.4,4.4,2.0,2.0,,2.0,2.0
Namkeen & Savoury Snacks,59.58,60.0,11.96,45.0,90.0,4.49,4.75,0.57,3.5,5.0,3.67,2.5,3.65,1.0,13.0
Namkeen @ Rs. 79,79.0,79.0,0.0,79.0,79.0,4.54,4.5,0.36,3.8,5.0,52.43,22.5,53.5,12.0,193.0
Namkeen @ Rs. 99,99.0,99.0,0.0,99.0,99.0,4.36,4.5,0.66,2.2,4.9,38.65,36.0,25.53,6.0,116.0
Namkeen And Wafers,122.22,120.0,25.07,80.0,160.0,4.59,4.7,0.47,2.6,5.0,46.52,20.0,66.39,1.0,238.0
Namkeen products,344.0,240.0,142.41,240.0,500.0,4.7,4.8,0.35,4.1,5.0,206.4,152.0,198.45,3.0,537.0
Namkeen-all Time Snacking,81.15,70.0,24.25,70.0,135.0,4.76,4.7,0.13,4.6,5.0,20.15,7.0,22.9,1.0,58.0
Namkeens,109.4,102.0,31.71,56.0,156.0,4.48,4.8,0.73,2.5,5.0,5.95,5.0,2.86,3.0,14.0
Namkeens - Namak Ishq Ka,308.24,175.0,269.07,120.0,909.0,4.31,4.2,0.53,3.4,5.0,21.82,10.0,22.67,1.0,78.0
"Namkeens, Wafers  & Chips",64.86,44.64,24.91,44.64,93.75,4.38,4.5,0.61,2.9,5.0,2.59,2.0,1.58,1.0,6.0
Nammura Benne,165.67,169.0,5.77,159.0,169.0,4.27,4.3,0.06,4.2,4.3,50.33,27.0,55.79,10.0,114.0
Nan,120.0,110.0,75.5,50.0,200.0,4.27,4.3,0.45,3.8,4.7,22.67,26.0,17.24,4.0,38.0
Naples Pizza,528.33,495.0,57.74,495.0,595.0,4.6,4.4,0.35,4.4,5.0,2.67,1.0,2.89,1.0,6.0
Nathus Special Sweets,263.33,250.0,51.64,250.0,450.0,3.85,3.8,0.41,3.0,4.5,22.0,18.0,18.22,3.0,65.0
Naturally Good Sundaes,251.0,251.0,0.0,251.0,251.0,4.7,4.7,0.19,4.4,4.9,10.75,10.0,2.12,8.0,14.0
Navratri Special,129.0,116.5,67.98,40.0,269.0,4.31,4.55,0.75,2.5,4.8,293.88,293.0,250.05,3.0,662.0
Navratri Specials,102.5,85.0,28.54,80.0,160.0,4.14,4.2,0.65,3.1,4.9,99.25,94.5,67.7,4.0,193.0
Nepalese BOWLJ,219.0,219.0,42.43,189.0,249.0,4.15,4.15,0.64,3.7,4.6,10.5,10.5,7.78,5.0,16.0
Nepali Style Chicken Momo,132.0,150.0,52.15,70.0,200.0,4.38,4.4,0.4,3.8,4.8,7.4,8.0,2.41,4.0,10.0
New Arrival,395.0,395.0,,395.0,395.0,4.6,4.6,,4.6,4.6,3.0,3.0,,3.0,3.0
New Arrival Shakes,149.86,149.0,2.27,149.0,155.0,3.89,4.1,0.86,2.7,5.0,6.57,3.0,7.14,1.0,20.0
New Arrivals,661.73,150.0,1126.94,50.85,2670.0,4.54,4.7,0.53,3.8,5.0,3.4,2.0,3.05,1.0,8.0
New Beverages,99.0,99.0,,99.0,99.0,4.1,4.1,,4.1,4.1,1.0,1.0,,1.0,1.0
New Cake Bars,1120.0,1120.0,,1120.0,1120.0,5.0,5.0,,5.0,5.0,3.0,3.0,,3.0,3.0
New Chicken Wings,227.0,209.0,105.45,109.0,399.0,4.76,4.7,0.09,4.7,4.9,11.2,13.0,6.38,1.0,18.0
New Gluten Free Momo,325.0,325.0,42.43,295.0,355.0,4.3,4.3,0.14,4.2,4.4,1.0,1.0,0.0,1.0,1.0
New Irresistible Cake,1000.0,1000.0,0.0,1000.0,1000.0,4.72,4.7,0.16,4.6,5.0,6.0,6.0,3.16,2.0,10.0
New Launch (Stuffed Crunch Pizza),699.0,699.0,0.0,699.0,699.0,3.9,3.9,0.14,3.8,4.0,1.0,1.0,0.0,1.0,1.0
New Launches,419.55,449.0,183.9,159.0,678.0,4.79,4.8,0.21,4.4,5.0,20.09,10.0,20.42,1.0,68.0
New Launches & Seasonal,166.67,169.0,48.34,115.0,229.0,4.18,4.1,0.29,3.9,4.7,13.33,17.0,8.21,1.0,20.0
New Launchs,125.0,125.0,,125.0,125.0,4.0,4.0,,4.0,4.0,298.0,298.0,,298.0,298.0
Newly Launch,154.0,154.0,49.5,119.0,189.0,4.45,4.45,0.21,4.3,4.6,18.5,18.5,16.26,7.0,30.0
Newly Launched,226.1,247.0,75.16,80.51,369.0,4.39,4.4,0.43,3.0,5.0,4.82,2.0,8.75,1.0,58.0
Newly Launched Burgers,355.0,355.0,42.43,325.0,385.0,4.5,4.5,0.28,4.3,4.7,9.0,9.0,8.49,3.0,15.0
Newly Launched Italian Gelatos,144.27,120.0,37.45,120.0,205.0,4.57,4.6,0.35,3.3,5.0,2.27,2.0,1.9,1.0,13.0
Newly Launched Salad,369.0,369.0,14.14,359.0,379.0,4.25,4.25,0.64,3.8,4.7,12.0,12.0,11.31,4.0,20.0
Nizami Hyderabadi Dum Biryani,329.0,329.0,,329.0,329.0,4.3,4.3,,4.3,4.3,138.0,138.0,,138.0,138.0
No Added Sugar,82.35,83.91,2.7,79.24,83.91,4.47,4.7,0.4,4.0,4.7,1.67,1.0,1.15,1.0,3.0
No Added Sugar Kulfi,110.54,76.27,48.31,76.27,186.44,4.73,4.8,0.49,2.7,5.0,10.09,7.0,10.96,1.0,52.0
No Added Sugar Range,277.33,360.17,138.3,88.98,423.73,4.57,4.65,0.38,3.7,5.0,4.05,3.0,4.15,1.0,15.0
No Added Sugar range,253.15,360.17,140.91,88.98,423.73,4.74,4.8,0.26,3.8,5.0,3.47,3.0,2.48,1.0,12.0
No Deal Like McDeal,174.54,167.0,43.79,114.0,257.0,4.41,4.5,0.39,3.3,5.0,11.02,7.0,13.23,1.0,76.0
No Sugar Ice Cream Cups,43.98,45.0,6.96,33.9,50.0,4.58,4.7,0.35,3.9,4.8,9.5,8.5,5.92,5.0,21.0
Nolen Gur Sandesh (hard/soft),133.33,130.0,40.33,90.0,180.0,4.68,4.7,0.19,4.4,5.0,117.0,147.0,86.29,8.0,197.0
Non Coffee Based Hot Beverages,339.0,339.0,,339.0,339.0,3.6,3.6,,3.6,3.6,2.0,2.0,,2.0,2.0
Non Fruit Falooda,140.0,140.0,28.28,120.0,160.0,4.3,4.3,0.85,3.7,4.9,6.5,6.5,3.54,4.0,9.0
Non Veg,190.3,215.0,91.59,36.0,340.0,4.18,4.4,0.67,2.4,4.9,30.1,11.0,39.73,3.0,115.0
Non Veg Appetizers,351.0,357.5,125.14,195.0,494.0,4.72,4.8,0.34,4.3,5.0,4.0,4.0,0.82,3.0,5.0
Non Veg Biryani,119.0,119.0,,119.0,119.0,2.7,2.7,,2.7,2.7,4.0,4.0,,4.0,4.0
Non Veg Bites,250.0,250.0,14.14,240.0,260.0,2.8,2.8,0.14,2.7,2.9,3.0,3.0,0.0,3.0,3.0
Non Veg Burger,110.27,110.0,11.39,99.0,125.0,4.14,4.3,0.73,2.7,5.0,33.64,27.0,33.93,6.0,123.0
Non Veg Burger with French Fries,279.0,279.0,0.0,279.0,279.0,3.9,3.7,0.77,3.2,5.0,13.75,14.5,5.91,6.0,20.0
Non Veg Combo,250.0,250.0,98.99,180.0,320.0,3.75,3.75,1.2,2.9,4.6,7.0,7.0,2.83,5.0,9.0
Non Veg Combos,298.0,298.0,0.0,298.0,298.0,4.3,4.35,0.22,4.0,4.5,45.5,45.5,38.11,12.0,79.0
Non Veg Curries,299.0,299.0,0.0,299.0,299.0,4.7,4.7,0.42,4.4,5.0,4.5,4.5,0.71,4.0,5.0
Non Veg Curry,285.16,230.0,69.99,200.0,370.0,4.53,4.6,0.29,3.8,5.0,18.97,16.0,13.72,1.0,52.0
Non Veg Dishes,161.97,169.0,79.27,15.0,324.0,4.15,4.3,0.62,2.2,5.0,77.1,24.0,123.31,3.0,532.0
Non Veg Dry Fry,296.67,280.0,51.25,260.0,400.0,4.28,4.2,0.35,3.9,4.8,17.0,11.0,14.21,5.0,41.0
Non Veg Fried,130.0,130.0,56.57,90.0,170.0,3.2,3.2,0.71,2.7,3.7,9.0,9.0,4.24,6.0,12.0
Non Veg Fried Rice,259.44,265.0,42.69,199.0,349.0,4.13,4.0,0.64,3.3,5.0,37.22,38.0,29.25,7.0,102.0
Non Veg Fry,178.46,180.0,31.05,120.0,210.0,4.5,4.6,0.41,3.4,5.0,25.85,12.0,24.39,1.0,63.0
Non Veg Gravies,283.58,299.0,64.74,219.0,499.0,4.1,4.3,0.72,2.0,4.8,4.75,5.0,2.98,1.0,11.0
Non Veg Items,335.25,273.0,168.42,170.0,598.0,4.09,4.45,0.77,2.7,5.0,12.42,5.5,20.17,3.0,75.0
Non Veg Kathi Rolls,215.0,210.0,36.97,180.0,260.0,4.65,4.6,0.17,4.5,4.9,3.5,2.5,3.11,1.0,8.0
Non Veg Main Course,359.65,380.0,116.96,129.0,520.0,4.04,4.3,0.78,2.0,5.0,22.55,7.0,52.62,3.0,284.0
Non Veg Main Course ,353.07,309.0,96.13,249.0,539.0,4.48,4.6,0.45,3.0,5.0,136.52,73.0,187.17,4.0,813.0
Non Veg Main-dishes,289.88,233.5,127.22,175.0,450.0,4.56,4.7,0.53,3.5,5.0,13.88,11.0,10.63,4.0,32.0
Non Veg Meals,190.0,190.0,,190.0,190.0,4.3,4.3,,4.3,4.3,5.0,5.0,,5.0,5.0
Non Veg Meals ,216.0,216.0,,216.0,216.0,4.2,4.2,,4.2,4.2,6.0,6.0,,6.0,6.0
Non Veg Noodles,271.36,265.0,44.56,225.0,349.0,4.25,4.3,0.46,3.4,5.0,54.82,17.0,70.34,5.0,227.0
Non Veg Pizza,356.54,379.0,52.66,200.0,409.0,4.19,4.3,0.62,1.9,5.0,28.48,9.0,70.01,1.0,762.0
Non Veg Pizzas,264.0,264.0,106.07,189.0,339.0,4.15,4.15,0.78,3.6,4.7,1.0,1.0,0.0,1.0,1.0
Non Veg Rice and Noodles,145.0,145.0,,145.0,145.0,3.8,3.8,,3.8,3.8,3.0,3.0,,3.0,3.0
Non Veg Roll,132.5,132.5,95.46,65.0,200.0,4.6,4.6,0.0,4.6,4.6,146.0,146.0,110.31,68.0,224.0
Non Veg Sandwich with French Fries,279.0,279.0,0.0,279.0,279.0,3.88,3.9,1.1,2.7,5.0,8.25,7.5,4.19,4.0,14.0
Non Veg Soup,199.0,199.0,113.14,119.0,279.0,4.25,4.25,0.78,3.7,4.8,9.5,9.5,0.71,9.0,10.0
Non Veg Special,378.75,417.5,82.8,255.0,425.0,4.53,4.5,0.33,4.2,4.9,13.25,12.5,2.87,11.0,17.0
Non Veg Special Roll,190.0,215.0,60.55,100.0,230.0,4.42,4.5,0.22,4.1,4.6,217.75,180.0,201.04,23.0,488.0
Non Veg Specialities,133.12,149.0,27.74,100.0,159.0,4.31,4.4,0.38,3.6,4.8,39.25,28.0,54.64,4.0,171.0
Non Veg Starter,239.0,239.0,0.0,239.0,239.0,3.9,3.9,0.14,3.8,4.0,3.0,3.0,0.0,3.0,3.0
Non Veg Starter Items,170.0,200.0,69.37,75.0,250.0,4.3,4.2,0.48,3.8,4.9,20.2,12.0,17.08,5.0,42.0
Non Veg Starters,283.93,279.0,123.26,70.0,640.0,4.21,4.5,0.78,2.3,5.0,16.33,5.0,22.35,3.0,87.0
Non Veg Tandoori Appetizers,405.0,405.0,20.0,385.0,425.0,4.23,4.4,0.29,3.9,4.4,88.33,103.0,75.08,7.0,155.0
Non Vegetables,310.0,312.5,14.72,290.0,325.0,4.45,4.7,0.65,3.5,4.9,29.75,14.0,39.25,3.0,88.0
Non Vegetarian Delights,343.79,324.0,60.93,279.0,484.0,3.99,4.2,0.65,2.1,4.8,50.21,22.0,79.35,3.0,378.0
Non-Veg 1 KG Matka Biryani + Free Dessert,636.5,599.0,121.74,499.0,849.0,4.26,4.3,0.38,3.8,5.0,14.12,12.0,12.49,2.0,42.0
"Non-Veg CHEESE BURST Thin Crust Pizzas [10"" Large]",540.0,529.0,83.06,449.0,669.0,4.61,4.65,0.26,4.1,5.0,2.9,1.5,4.01,1.0,14.0
Non-Veg Curries,509.67,537.0,85.27,297.0,597.0,4.22,4.2,0.49,2.9,5.0,26.45,7.0,51.53,1.0,222.0
Non-Veg Homely - EVERYDAY THALI,274.0,269.0,39.3,219.0,349.0,4.35,4.4,0.3,3.6,4.8,12.33,11.0,11.62,1.0,41.0
Non-Veg Homely - FEAST THALI,310.0,299.0,45.87,249.0,399.0,4.59,4.6,0.35,3.8,5.0,8.55,6.5,8.6,1.0,35.0
Non-Veg Homely - LIGHT MEAL,252.08,249.0,34.97,199.0,319.0,4.28,4.3,0.3,3.6,4.7,4.15,2.0,3.46,1.0,13.0
Non-Veg Indian Dawat-E-Lazees,246.8,239.0,11.14,238.0,259.0,4.34,4.3,0.23,4.1,4.7,9.8,4.0,9.42,3.0,24.0
Non-Veg Main Course,427.06,380.0,121.39,250.0,640.0,4.29,4.6,0.79,2.1,5.0,38.41,19.0,47.78,6.0,185.0
Non-Veg Mughal Biryani,351.0,329.0,58.7,299.0,479.0,4.25,4.4,0.62,2.3,5.0,27.33,11.0,36.76,1.0,141.0
Non-Veg Paratha Bowls,291.86,299.0,18.9,249.0,299.0,4.43,4.4,0.25,4.2,4.9,1.29,1.0,0.49,1.0,2.0
Non-Veg Pizza,748.0,748.0,28.28,728.0,768.0,4.45,4.45,0.64,4.0,4.9,2.0,2.0,1.41,1.0,3.0
Non-Veg Rice Bowls [Masala Rice],295.19,299.0,24.59,249.0,369.0,4.65,4.8,0.47,2.9,5.0,11.95,8.0,11.26,1.0,49.0
Non-Veg Rice Bowls [Steamed Rice],313.12,299.0,44.31,249.0,399.0,4.45,4.7,0.64,2.8,5.0,8.53,7.0,6.63,1.0,22.0
Non-Veg Snacks,229.0,229.0,,229.0,229.0,3.5,3.5,,3.5,3.5,7.0,7.0,,7.0,7.0
Non-Veg Starters,500.0,390.0,204.21,250.0,850.0,4.39,4.4,0.13,4.2,4.6,68.57,42.0,69.26,8.0,216.0
"Non-Veg Tandoor, Indian & Chinese Starters",329.35,329.0,50.2,229.0,429.0,4.05,4.3,0.88,2.0,5.0,22.12,14.0,26.63,3.0,100.0
Non-Veg Tandoori Snacks,200.0,200.0,,200.0,200.0,3.5,3.5,,3.5,3.5,32.0,32.0,,32.0,32.0
Non-Vegetarian Soups,173.0,175.0,3.46,169.0,175.0,4.27,4.6,0.67,3.5,4.7,29.33,33.0,9.07,19.0,36.0
Non-veg Chinese Starters,442.5,460.0,59.09,360.0,490.0,4.1,4.25,0.5,3.4,4.5,24.5,4.5,42.46,1.0,88.0
Non-veg Curry,320.0,320.0,22.36,290.0,350.0,4.18,4.0,0.49,3.7,4.7,53.0,37.0,45.93,9.0,102.0
Non-veg Dimsum,520.0,520.0,0.0,520.0,520.0,4.2,4.2,0.28,4.0,4.4,8.0,8.0,7.07,3.0,13.0
Non-veg Main Course,435.24,349.0,253.06,50.0,1099.0,4.27,4.2,0.43,3.0,5.0,134.35,37.5,206.18,1.0,863.0
Non-veg Rolls,151.43,155.0,35.44,100.0,190.0,4.5,4.5,0.21,4.2,4.8,137.43,67.0,158.58,24.0,406.0
Non-veg Starters,494.0,470.0,72.6,420.0,640.0,4.33,4.35,0.42,3.7,4.9,76.4,64.5,81.21,2.0,277.0
Nonta / Salted,81.8,84.0,24.68,40.0,117.0,4.58,4.55,0.19,4.3,4.9,197.6,113.0,240.98,21.0,764.0
Nonveg Bengali Special,95.0,95.0,,95.0,95.0,4.4,4.4,,4.4,4.4,43.0,43.0,,43.0,43.0
Noodle Bowls,295.53,299.0,10.1,265.0,299.0,3.72,3.9,0.85,1.8,5.0,4.19,3.0,4.23,1.0,21.0
Noodle Dishes,260.0,260.0,,260.0,260.0,4.3,4.3,,4.3,4.3,11.0,11.0,,11.0,11.0
Noodle Soup,169.0,169.0,,169.0,169.0,4.1,4.1,,4.1,4.1,9.0,9.0,,9.0,9.0
Noodles,241.94,240.0,92.08,60.0,700.0,4.12,4.2,0.6,2.0,5.0,43.86,13.0,88.28,1.0,854.0
Noodles & Rice,331.54,370.0,107.09,55.0,455.0,4.2,4.5,0.79,2.1,5.0,23.08,9.0,34.09,3.0,166.0
Noodles (Home Made),389.83,399.0,26.1,349.0,419.0,4.27,4.5,0.78,2.3,5.0,25.42,3.5,49.2,2.0,142.0
Noodles And  Rice,213.33,220.0,28.05,180.0,250.0,3.72,4.05,0.92,2.4,4.5,6.0,4.5,4.15,2.0,12.0
Noodles And Chopseys,320.0,320.0,70.71,270.0,370.0,3.15,3.15,1.2,2.3,4.0,18.5,18.5,10.61,11.0,26.0
Noodles Bowl,218.5,218.5,28.99,198.0,239.0,4.2,4.2,0.28,4.0,4.4,11.5,11.5,3.54,9.0,14.0
Noodles House,50.0,50.0,,50.0,50.0,4.2,4.2,,4.2,4.2,5.0,5.0,,5.0,5.0
Noodles Items,190.0,190.0,,190.0,190.0,3.2,3.2,,3.2,3.2,6.0,6.0,,6.0,6.0
Noodles Large,287.65,265.0,68.81,215.0,395.0,4.26,4.4,0.73,2.3,5.0,12.65,5.0,17.53,1.0,64.0
Noodles Regular,217.89,224.0,27.2,179.0,269.0,4.1,4.05,0.69,2.4,5.0,8.06,4.5,9.23,1.0,35.0
Noodles Small,286.43,285.0,8.02,280.0,300.0,4.63,4.7,0.35,4.0,4.9,20.86,11.0,15.49,7.0,48.0
Noodles Soup,130.0,130.0,,130.0,130.0,4.9,4.9,,4.9,4.9,4.0,4.0,,4.0,4.0
Noodles Soups,240.0,240.0,60.0,180.0,300.0,4.1,4.4,0.61,3.4,4.5,8.0,9.0,2.65,5.0,10.0
Noodles and Rice,191.43,180.0,38.05,140.0,240.0,4.36,4.3,0.4,3.8,5.0,72.0,21.0,79.87,3.0,199.0
Noodles/rice,227.0,224.5,40.69,180.0,279.0,3.12,3.2,0.39,2.6,3.5,27.5,13.0,33.84,6.0,78.0
North  Indian,115.71,90.0,48.0,70.0,180.0,4.41,4.4,0.23,4.1,4.8,169.71,147.0,182.28,21.0,543.0
North Gravy,216.8,220.0,27.46,170.0,285.0,4.46,4.5,0.47,2.9,5.0,133.56,71.0,137.42,23.0,439.0
North India,62.0,62.0,52.33,25.0,99.0,4.2,4.2,0.28,4.0,4.4,94.5,94.5,53.03,57.0,132.0
North Indian,310.7,320.0,107.12,45.0,506.0,4.24,4.3,0.64,2.0,5.0,60.68,9.0,134.9,1.0,683.0
